trip_id,arrival_time,departure_time,stop_id,stop_sequence
TRIP_CMRL_GREEN_0_0208,07:16:00,07:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0208,07:19:00,07:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0208,07:22:00,07:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0208,07:25:00,07:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0208,07:28:00,07:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0208,07:32:00,07:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0209,07:20:00,07:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0209,07:23:00,07:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0209,07:26:00,07:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0209,07:29:00,07:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0209,07:32:00,07:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0209,07:35:00,07:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0209,07:38:00,07:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0209,07:42:00,07:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0210,07:30:00,07:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0210,07:33:00,07:33:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0210,07:36:00,07:36:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0210,07:39:00,07:39:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0210,07:42:00,07:42:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0210,07:45:00,07:45:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0210,07:48:00,07:48:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0210,07:52:00,07:52:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0211,07:40:00,07:40:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0211,07:43:00,07:43:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0211,07:46:00,07:46:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0211,07:49:00,07:49:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0211,07:52:00,07:52:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0211,07:55:00,07:55:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0211,07:58:00,07:58:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0211,08:02:00,08:02:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0212,07:50:00,07:50:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0212,07:53:00,07:53:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0212,07:56:00,07:56:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0212,07:59:00,07:59:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0212,08:02:00,08:02:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0212,08:05:00,08:05:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0212,08:08:00,08:08:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0212,08:12:00,08:12:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0213,08:00:00,08:00:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0213,08:03:00,08:03:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0213,08:06:00,08:06:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0213,08:09:00,08:09:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0213,08:12:00,08:12:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0213,08:15:00,08:15:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0213,08:18:00,08:18:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0213,08:22:00,08:22:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0214,08:10:00,08:10:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0214,08:13:00,08:13:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0214,08:16:00,08:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0214,08:19:00,08:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0214,08:22:00,08:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0214,08:25:00,08:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0214,08:28:00,08:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0214,08:32:00,08:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0215,08:20:00,08:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0215,08:23:00,08:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0215,08:26:00,08:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0215,08:29:00,08:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0215,08:32:00,08:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0215,08:35:00,08:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0215,08:38:00,08:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0215,08:42:00,08:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0216,08:30:00,08:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0216,08:33:00,08:33:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0216,08:36:00,08:36:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0216,08:39:00,08:39:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0216,08:42:00,08:42:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0216,08:45:00,08:45:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0216,08:48:00,08:48:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0216,08:52:00,08:52:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0217,08:40:00,08:40:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0217,08:43:00,08:43:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0217,08:46:00,08:46:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0217,08:49:00,08:49:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0217,08:52:00,08:52:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0217,08:55:00,08:55:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0217,08:58:00,08:58:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0217,09:02:00,09:02:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0218,08:50:00,08:50:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0218,08:53:00,08:53:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0218,08:56:00,08:56:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0218,08:59:00,08:59:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0218,09:02:00,09:02:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0218,09:05:00,09:05:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0218,09:08:00,09:08:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0218,09:12:00,09:12:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0219,09:00:00,09:00:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0219,09:03:00,09:03:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0219,09:06:00,09:06:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0219,09:09:00,09:09:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0219,09:12:00,09:12:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0219,09:15:00,09:15:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0219,09:18:00,09:18:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0219,09:22:00,09:22:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0220,09:10:00,09:10:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0220,09:13:00,09:13:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0220,09:16:00,09:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0220,09:19:00,09:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0220,09:22:00,09:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0220,09:25:00,09:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0220,09:28:00,09:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0220,09:32:00,09:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0221,09:20:00,09:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0221,09:23:00,09:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0221,09:26:00,09:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0221,09:29:00,09:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0221,09:32:00,09:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0221,09:35:00,09:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0221,09:38:00,09:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0221,09:42:00,09:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0222,09:30:00,09:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0222,09:33:00,09:33:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0222,09:36:00,09:36:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0222,09:39:00,09:39:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0222,09:42:00,09:42:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0222,09:45:00,09:45:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0222,09:48:00,09:48:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0222,09:52:00,09:52:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0223,09:40:00,09:40:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0223,09:43:00,09:43:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0223,09:46:00,09:46:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0223,09:49:00,09:49:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0223,09:52:00,09:52:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0223,09:55:00,09:55:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0223,09:58:00,09:58:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0223,10:02:00,10:02:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0224,09:50:00,09:50:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0224,09:53:00,09:53:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0224,09:56:00,09:56:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0224,09:59:00,09:59:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0224,10:02:00,10:02:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0224,10:05:00,10:05:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0224,10:08:00,10:08:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0224,10:12:00,10:12:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0225,10:00:00,10:00:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0225,10:03:00,10:03:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0225,10:06:00,10:06:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0225,10:09:00,10:09:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0225,10:12:00,10:12:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0225,10:15:00,10:15:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0225,10:18:00,10:18:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0225,10:22:00,10:22:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0226,10:10:00,10:10:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0226,10:13:00,10:13:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0226,10:16:00,10:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0226,10:19:00,10:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0226,10:22:00,10:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0226,10:25:00,10:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0226,10:28:00,10:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0226,10:32:00,10:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0227,10:20:00,10:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0227,10:23:00,10:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0227,10:26:00,10:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0227,10:29:00,10:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0227,10:32:00,10:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0227,10:35:00,10:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0227,10:38:00,10:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0227,10:42:00,10:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0228,10:30:00,10:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0228,10:33:00,10:33:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0228,10:36:00,10:36:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0228,10:39:00,10:39:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0228,10:42:00,10:42:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0228,10:45:00,10:45:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0228,10:48:00,10:48:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0228,10:52:00,10:52:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0229,10:40:00,10:40:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0229,10:43:00,10:43:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0229,10:46:00,10:46:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0229,10:49:00,10:49:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0229,10:52:00,10:52:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0229,10:55:00,10:55:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0229,10:58:00,10:58:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0229,11:02:00,11:02:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0230,10:50:00,10:50:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0230,10:53:00,10:53:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0230,10:56:00,10:56:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0230,10:59:00,10:59:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0230,11:02:00,11:02:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0230,11:05:00,11:05:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0230,11:08:00,11:08:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0230,11:12:00,11:12:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0231,11:00:00,11:00:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0231,11:03:00,11:03:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0231,11:06:00,11:06:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0231,11:09:00,11:09:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0231,11:12:00,11:12:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0231,11:15:00,11:15:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0231,11:18:00,11:18:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0231,11:22:00,11:22:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0232,11:10:00,11:10:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0232,11:13:00,11:13:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0232,11:16:00,11:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0232,11:19:00,11:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0232,11:22:00,11:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0232,11:25:00,11:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0232,11:28:00,11:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0232,11:32:00,11:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0233,11:20:00,11:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0233,11:23:00,11:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0233,11:26:00,11:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0233,11:29:00,11:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0233,11:32:00,11:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0233,11:35:00,11:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0233,11:38:00,11:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0233,11:42:00,11:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0234,11:30:00,11:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0234,11:33:00,11:33:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0234,11:36:00,11:36:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0234,11:39:00,11:39:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0234,11:42:00,11:42:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0234,11:45:00,11:45:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0234,11:48:00,11:48:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0234,11:52:00,11:52:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0235,11:40:00,11:40:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0235,11:43:00,11:43:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0235,11:46:00,11:46:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0235,11:49:00,11:49:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0235,11:52:00,11:52:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0235,11:55:00,11:55:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0235,11:58:00,11:58:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0235,12:02:00,12:02:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0236,11:50:00,11:50:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0236,11:53:00,11:53:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0236,11:56:00,11:56:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0236,11:59:00,11:59:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0236,12:02:00,12:02:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0236,12:05:00,12:05:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0236,12:08:00,12:08:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0236,12:12:00,12:12:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0237,12:00:00,12:00:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0237,12:03:00,12:03:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0237,12:06:00,12:06:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0237,12:09:00,12:09:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0237,12:12:00,12:12:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0237,12:15:00,12:15:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0237,12:18:00,12:18:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0237,12:22:00,12:22:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0238,12:10:00,12:10:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0238,12:13:00,12:13:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0238,12:16:00,12:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0238,12:19:00,12:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0238,12:22:00,12:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0238,12:25:00,12:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0238,12:28:00,12:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0238,12:32:00,12:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0239,12:20:00,12:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0239,12:23:00,12:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0239,12:26:00,12:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0239,12:29:00,12:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0239,12:32:00,12:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0239,12:35:00,12:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0239,12:38:00,12:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0239,12:42:00,12:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0240,12:30:00,12:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0240,12:33:00,12:33:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0240,12:36:00,12:36:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0240,12:39:00,12:39:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0240,12:42:00,12:42:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0240,12:45:00,12:45:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0240,12:48:00,12:48:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0240,12:52:00,12:52:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0241,12:40:00,12:40:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0241,12:43:00,12:43:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0241,12:46:00,12:46:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0241,12:49:00,12:49:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0241,12:52:00,12:52:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0241,12:55:00,12:55:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0241,12:58:00,12:58:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0241,13:02:00,13:02:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0242,12:50:00,12:50:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0242,12:53:00,12:53:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0242,12:56:00,12:56:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0242,12:59:00,12:59:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0242,13:02:00,13:02:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0242,13:05:00,13:05:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0242,13:08:00,13:08:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0242,13:12:00,13:12:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0243,13:00:00,13:00:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0243,13:03:00,13:03:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0243,13:06:00,13:06:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0243,13:09:00,13:09:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0243,13:12:00,13:12:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0243,13:15:00,13:15:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0243,13:18:00,13:18:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0243,13:22:00,13:22:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0244,13:10:00,13:10:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0244,13:13:00,13:13:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0244,13:16:00,13:16:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0244,13:19:00,13:19:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0244,13:22:00,13:22:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0244,13:25:00,13:25:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0244,13:28:00,13:28:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0244,13:32:00,13:32:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0245,13:20:00,13:20:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0245,13:23:00,13:23:00,ST_EGMORE,2
TRIP_CMRL_GREEN_0_0245,13:26:00,13:26:00,ST_NEHRU_PARK,3
TRIP_CMRL_GREEN_0_0245,13:29:00,13:29:00,ST_KILPAUK,4
TRIP_CMRL_GREEN_0_0245,13:32:00,13:32:00,ST_SHENOY_NAGAR,5
TRIP_CMRL_GREEN_0_0245,13:35:00,13:35:00,ST_ANNA_NAGAR_E,6
TRIP_CMRL_GREEN_0_0245,13:38:00,13:38:00,ST_TIRUMANGALAM,7
TRIP_CMRL_GREEN_0_0245,13:42:00,13:42:00,ST_CMBT,8
TRIP_CMRL_GREEN_0_0246,13:30:00,13:30:00,ST_CENTRAL,1
TRIP_CMRL_GREEN_0_0246,13:33:00,13:33:00,ST_EGMORE,2
